官媒叫我们不要臆想，虽然我很早就和同事说月入两万真牛逼。,21-3-15 09:20
换个角度如果是女司机，然后男乘客跳车，有女的会说女司机言语骚扰男乘客么？所以男司机的性别成了“原罪”,21-3-12 18:47
她们是心疼被害人吗？她们不是。她们是希望不要打扰到逝者吗？其实也不是。她们只是要确保她们的论调“正常人没危险谁跳车？所以肯定有危险。”正确，并引导到“男性是危险”上去；任何敢质疑这条信息甚至想到“正常人没危险谁跳车？所以肯定不是正常人。”都是她们的敌人。,21-3-14 00:42
官媒叫我们不要臆想，虽然我很早就和同事说月入两万真牛逼。,21-3-15 09:20
换个角度如果是女司机，然后男乘客跳车，有女的会说女司机言语骚扰男乘客么？所以男司机的性别成了“原罪”,21-3-12 18:47
她们是心疼被害人吗？她们不是。她们是希望不要打扰到逝者吗？其实也不是。她们只是要确保她们的论调“正常人没危险谁跳车？所以肯定有危险。”正确，并引导到“男性是危险”上去；任何敢质疑这条信息甚至想到“正常人没危险谁跳车？所以肯定不是正常人。”都是她们的敌人。,21-3-14 00:42
官媒叫我们不要臆想，虽然我很早就和同事说月入两万真牛逼。,21-3-15 09:20
换个角度如果是女司机，然后男乘客跳车，有女的会说女司机言语骚扰男乘客么？所以男司机的性别成了“原罪”,21-3-12 18:47
她们是心疼被害人吗？她们不是。她们是希望不要打扰到逝者吗？其实也不是。她们只是要确保她们的论调“正常人没危险谁跳车？所以肯定有危险。”正确，并引导到“男性是危险”上去；任何敢质疑这条信息甚至想到“正常人没危险谁跳车？所以肯定不是正常人。”都是她们的敌人。,21-3-14 00:42
官媒叫我们不要臆想，虽然我很早就和同事说月入两万真牛逼。,21-3-15 09:20
换个角度如果是女司机，然后男乘客跳车，有女的会说女司机言语骚扰男乘客么？所以男司机的性别成了“原罪”,21-3-12 18:47
她们是心疼被害人吗？她们不是。她们是希望不要打扰到逝者吗？其实也不是。她们只是要确保她们的论调“正常人没危险谁跳车？所以肯定有危险。”正确，并引导到“男性是危险”上去；任何敢质疑这条信息甚至想到“正常人没危险谁跳车？所以肯定不是正常人。”都是她们的敌人。,21-3-14 00:42
官媒叫我们不要臆想，虽然我很早就和同事说月入两万真牛逼。,21-3-15 09:20
换个角度如果是女司机，然后男乘客跳车，有女的会说女司机言语骚扰男乘客么？所以男司机的性别成了“原罪”,21-3-12 18:47
她们是心疼被害人吗？她们不是。她们是希望不要打扰到逝者吗？其实也不是。她们只是要确保她们的论调“正常人没危险谁跳车？所以肯定有危险。”正确，并引导到“男性是危险”上去；任何敢质疑这条信息甚至想到“正常人没危险谁跳车？所以肯定不是正常人。”都是她们的敌人。,21-3-14 00:42
官媒叫我们不要臆想，虽然我很早就和同事说月入两万真牛逼。,21-3-15 09:20
换个角度如果是女司机，然后男乘客跳车，有女的会说女司机言语骚扰男乘客么？所以男司机的性别成了“原罪”,21-3-12 18:47
她们是心疼被害人吗？她们不是。她们是希望不要打扰到逝者吗？其实也不是。她们只是要确保她们的论调“正常人没危险谁跳车？所以肯定有危险。”正确，并引导到“男性是危险”上去；任何敢质疑这条信息甚至想到“正常人没危险谁跳车？所以肯定不是正常人。”都是她们的敌人。,21-3-14 00:42
官媒叫我们不要臆想，虽然我很早就和同事说月入两万真牛逼。,21-3-15 09:20
换个角度如果是女司机，然后男乘客跳车，有女的会说女司机言语骚扰男乘客么？所以男司机的性别成了“原罪”,21-3-12 18:47
她们是心疼被害人吗？她们不是。她们是希望不要打扰到逝者吗？其实也不是。她们只是要确保她们的论调“正常人没危险谁跳车？所以肯定有危险。”正确，并引导到“男性是危险”上去；任何敢质疑这条信息甚至想到“正常人没危险谁跳车？所以肯定不是正常人。”都是她们的敌人。,21-3-14 00:42
官媒叫我们不要臆想，虽然我很早就和同事说月入两万真牛逼。,21-3-15 09:20
换个角度如果是女司机，然后男乘客跳车，有女的会说女司机言语骚扰男乘客么？所以男司机的性别成了“原罪”,21-3-12 18:47
她们是心疼被害人吗？她们不是。她们是希望不要打扰到逝者吗？其实也不是。她们只是要确保她们的论调“正常人没危险谁跳车？所以肯定有危险。”正确，并引导到“男性是危险”上去；任何敢质疑这条信息甚至想到“正常人没危险谁跳车？所以肯定不是正常人。”都是她们的敌人。,21-3-14 00:42
官媒叫我们不要臆想，虽然我很早就和同事说月入两万真牛逼。,21-3-15 09:20
换个角度如果是女司机，然后男乘客跳车，有女的会说女司机言语骚扰男乘客么？所以男司机的性别成了“原罪”,21-3-12 18:47
她们是心疼被害人吗？她们不是。她们是希望不要打扰到逝者吗？其实也不是。她们只是要确保她们的论调“正常人没危险谁跳车？所以肯定有危险。”正确，并引导到“男性是危险”上去；任何敢质疑这条信息甚至想到“正常人没危险谁跳车？所以肯定不是正常人。”都是她们的敌人。,21-3-14 00:42
官媒叫我们不要臆想，虽然我很早就和同事说月入两万真牛逼。,21-3-15 09:20
换个角度如果是女司机，然后男乘客跳车，有女的会说女司机言语骚扰男乘客么？所以男司机的性别成了“原罪”,21-3-12 18:47
她们是心疼被害人吗？她们不是。她们是希望不要打扰到逝者吗？其实也不是。她们只是要确保她们的论调“正常人没危险谁跳车？所以肯定有危险。”正确，并引导到“男性是危险”上去；任何敢质疑这条信息甚至想到“正常人没危险谁跳车？所以肯定不是正常人。”都是她们的敌人。,21-3-14 00:42
官媒叫我们不要臆想，虽然我很早就和同事说月入两万真牛逼。,21-3-15 09:20
换个角度如果是女司机，然后男乘客跳车，有女的会说女司机言语骚扰男乘客么？所以男司机的性别成了“原罪”,21-3-12 18:47
她们是心疼被害人吗？她们不是。她们是希望不要打扰到逝者吗？其实也不是。她们只是要确保她们的论调“正常人没危险谁跳车？所以肯定有危险。”正确，并引导到“男性是危险”上去；任何敢质疑这条信息甚至想到“正常人没危险谁跳车？所以肯定不是正常人。”都是她们的敌人。,21-3-14 00:42
官媒叫我们不要臆想，虽然我很早就和同事说月入两万真牛逼。,21-3-15 09:20
换个角度如果是女司机，然后男乘客跳车，有女的会说女司机言语骚扰男乘客么？所以男司机的性别成了“原罪”,21-3-12 18:47
她们是心疼被害人吗？她们不是。她们是希望不要打扰到逝者吗？其实也不是。她们只是要确保她们的论调“正常人没危险谁跳车？所以肯定有危险。”正确，并引导到“男性是危险”上去；任何敢质疑这条信息甚至想到“正常人没危险谁跳车？所以肯定不是正常人。”都是她们的敌人。,21-3-14 00:42
官媒叫我们不要臆想，虽然我很早就和同事说月入两万真牛逼。,21-3-15 09:20
换个角度如果是女司机，然后男乘客跳车，有女的会说女司机言语骚扰男乘客么？所以男司机的性别成了“原罪”,21-3-12 18:47
她们是心疼被害人吗？她们不是。她们是希望不要打扰到逝者吗？其实也不是。她们只是要确保她们的论调“正常人没危险谁跳车？所以肯定有危险。”正确，并引导到“男性是危险”上去；任何敢质疑这条信息甚至想到“正常人没危险谁跳车？所以肯定不是正常人。”都是她们的敌人。,21-3-14 00:42
官媒叫我们不要臆想，虽然我很早就和同事说月入两万真牛逼。,21-3-15 09:20
换个角度如果是女司机，然后男乘客跳车，有女的会说女司机言语骚扰男乘客么？所以男司机的性别成了“原罪”,21-3-12 18:47
她们是心疼被害人吗？她们不是。她们是希望不要打扰到逝者吗？其实也不是。她们只是要确保她们的论调“正常人没危险谁跳车？所以肯定有危险。”正确，并引导到“男性是危险”上去；任何敢质疑这条信息甚至想到“正常人没危险谁跳车？所以肯定不是正常人。”都是她们的敌人。,21-3-14 00:42
官媒叫我们不要臆想，虽然我很早就和同事说月入两万真牛逼。,21-3-15 09:20
换个角度如果是女司机，然后男乘客跳车，有女的会说女司机言语骚扰男乘客么？所以男司机的性别成了“原罪”,21-3-12 18:47
她们是心疼被害人吗？她们不是。她们是希望不要打扰到逝者吗？其实也不是。她们只是要确保她们的论调“正常人没危险谁跳车？所以肯定有危险。”正确，并引导到“男性是危险”上去；任何敢质疑这条信息甚至想到“正常人没危险谁跳车？所以肯定不是正常人。”都是她们的敌人。,21-3-14 00:42
官媒叫我们不要臆想，虽然我很早就和同事说月入两万真牛逼。,21-3-15 09:20
换个角度如果是女司机，然后男乘客跳车，有女的会说女司机言语骚扰男乘客么？所以男司机的性别成了“原罪”,21-3-12 18:47
她们是心疼被害人吗？她们不是。她们是希望不要打扰到逝者吗？其实也不是。她们只是要确保她们的论调“正常人没危险谁跳车？所以肯定有危险。”正确，并引导到“男性是危险”上去；任何敢质疑这条信息甚至想到“正常人没危险谁跳车？所以肯定不是正常人。”都是她们的敌人。,21-3-14 00:42
官媒叫我们不要臆想，虽然我很早就和同事说月入两万真牛逼。,21-3-15 09:20
换个角度如果是女司机，然后男乘客跳车，有女的会说女司机言语骚扰男乘客么？所以男司机的性别成了“原罪”,21-3-12 18:47
她们是心疼被害人吗？她们不是。她们是希望不要打扰到逝者吗？其实也不是。她们只是要确保她们的论调“正常人没危险谁跳车？所以肯定有危险。”正确，并引导到“男性是危险”上去；任何敢质疑这条信息甚至想到“正常人没危险谁跳车？所以肯定不是正常人。”都是她们的敌人。,21-3-14 00:42
官媒叫我们不要臆想，虽然我很早就和同事说月入两万真牛逼。,21-3-15 09:20
换个角度如果是女司机，然后男乘客跳车，有女的会说女司机言语骚扰男乘客么？所以男司机的性别成了“原罪”,21-3-12 18:47
她们是心疼被害人吗？她们不是。她们是希望不要打扰到逝者吗？其实也不是。她们只是要确保她们的论调“正常人没危险谁跳车？所以肯定有危险。”正确，并引导到“男性是危险”上去；任何敢质疑这条信息甚至想到“正常人没危险谁跳车？所以肯定不是正常人。”都是她们的敌人。,21-3-14 00:42
官媒叫我们不要臆想，虽然我很早就和同事说月入两万真牛逼。,21-3-15 09:20
换个角度如果是女司机，然后男乘客跳车，有女的会说女司机言语骚扰男乘客么？所以男司机的性别成了“原罪”,21-3-12 18:47
她们是心疼被害人吗？她们不是。她们是希望不要打扰到逝者吗？其实也不是。她们只是要确保她们的论调“正常人没危险谁跳车？所以肯定有危险。”正确，并引导到“男性是危险”上去；任何敢质疑这条信息甚至想到“正常人没危险谁跳车？所以肯定不是正常人。”都是她们的敌人。,21-3-14 00:42
官媒叫我们不要臆想，虽然我很早就和同事说月入两万真牛逼。,21-3-15 09:20
换个角度如果是女司机，然后男乘客跳车，有女的会说女司机言语骚扰男乘客么？所以男司机的性别成了“原罪”,21-3-12 18:47
她们是心疼被害人吗？她们不是。她们是希望不要打扰到逝者吗？其实也不是。她们只是要确保她们的论调“正常人没危险谁跳车？所以肯定有危险。”正确，并引导到“男性是危险”上去；任何敢质疑这条信息甚至想到“正常人没危险谁跳车？所以肯定不是正常人。”都是她们的敌人。,21-3-14 00:42
官媒叫我们不要臆想，虽然我很早就和同事说月入两万真牛逼。,21-3-15 09:20
换个角度如果是女司机，然后男乘客跳车，有女的会说女司机言语骚扰男乘客么？所以男司机的性别成了“原罪”,21-3-12 18:47
她们是心疼被害人吗？她们不是。她们是希望不要打扰到逝者吗？其实也不是。她们只是要确保她们的论调“正常人没危险谁跳车？所以肯定有危险。”正确，并引导到“男性是危险”上去；任何敢质疑这条信息甚至想到“正常人没危险谁跳车？所以肯定不是正常人。”都是她们的敌人。,21-3-14 00:42
官媒叫我们不要臆想，虽然我很早就和同事说月入两万真牛逼。,21-3-15 09:20
判决完就按照判决执行就好不服可以去法院二次庭审说这些东西真都毫无意义就像没有证据指明司机有罪同样这些也不足以指证女孩有错,21-3-9 11:52
当老鸨的？,21-3-9 11:34
@行总春乏秋困睡不醒,21-3-9 11:11
？？你有病,21-3-9 12:05
有证据吗，几个聊天记录在这装，做个人吧,21-3-9 10:03
前面一堆人说司机强奸的应该以死谢罪，你们才是网络的键盘侠，只要是个男的上新闻结局就是这样，还以为自己多正义，恶心,21-3-9 11:06
可怜之人必有可恨之处,21-3-9 10:52
网友都是侦探啊//@Finance鸟不飞:逻辑顺了。//@青扑落:原来如此，逻辑通了。也解释了为何月入两万却不愿花几十块钱让司机帮忙搬东西，应该是不想给司机进入屋内的机会。,21-3-9 10:51
做什么职业没什么，但是在刚出事的时候，家人非要把她包装成独立自强的高知人设就恶心了吧?,21-3-9 10:49
同情司机,21-3-9 10:44
造谣可是犯法的哦,21-3-9 10:42
恶臭,21-3-9 10:26
一群人就靠几个可以随便搞出一万张的截图和自以为是的所谓推测就断定人家是什么职业，更何况女生是什么职业跟这件事有关系么？司机就是过失致人死亡，这一点没什么好辩驳的。,21-3-9 10:18
钉头七箭书？,21-3-9 10:15
结论还是推论，没有实际证据，司机还是坐牢,21-3-9 10:11
司机倒霉，女孩冤枉，没有赢家,21-3-9 10:10
洗尼玛洗，你们真特么恶心，转这种钱，你还要脸吗,21-3-9 10:08
这时候说这个，人血馒头，好吃吗？,21-3-9 10:07
换个角度如果是女司机，然后男乘客跳车，有女的会说女司机言语骚扰男乘客么？所以男司机的性别成了“原罪”,21-3-12 18:47
她们是心疼被害人吗？她们不是。她们是希望不要打扰到逝者吗？其实也不是。她们只是要确保她们的论调“正常人没危险谁跳车？所以肯定有危险。”正确，并引导到“男性是危险”上去；任何敢质疑这条信息甚至想到“正常人没危险谁跳车？所以肯定不是正常人。”都是她们的敌人。,21-3-14 00:42
官媒叫我们不要臆想，虽然我很早就和同事说月入两万真牛逼。,21-3-15 09:20
判决完就按照判决执行就好不服可以去法院二次庭审说这些东西真都毫无意义就像没有证据指明司机有罪同样这些也不足以指证女孩有错,21-3-9 11:52
当老鸨的？,21-3-9 11:34
@行总春乏秋困睡不醒,21-3-9 11:11
？？你有病,21-3-9 12:05
有证据吗，几个聊天记录在这装，做个人吧,21-3-9 10:03
前面一堆人说司机强奸的应该以死谢罪，你们才是网络的键盘侠，只要是个男的上新闻结局就是这样，还以为自己多正义，恶心,21-3-9 11:06
可怜之人必有可恨之处,21-3-9 10:52
网友都是侦探啊//@Finance鸟不飞:逻辑顺了。//@青扑落:原来如此，逻辑通了。也解释了为何月入两万却不愿花几十块钱让司机帮忙搬东西，应该是不想给司机进入屋内的机会。,21-3-9 10:51
做什么职业没什么，但是在刚出事的时候，家人非要把她包装成独立自强的高知人设就恶心了吧?,21-3-9 10:49
同情司机,21-3-9 10:44
造谣可是犯法的哦,21-3-9 10:42
恶臭,21-3-9 10:26
一群人就靠几个可以随便搞出一万张的截图和自以为是的所谓推测就断定人家是什么职业，更何况女生是什么职业跟这件事有关系么？司机就是过失致人死亡，这一点没什么好辩驳的。,21-3-9 10:18
钉头七箭书？,21-3-9 10:15
结论还是推论，没有实际证据，司机还是坐牢,21-3-9 10:11
司机倒霉，女孩冤枉，没有赢家,21-3-9 10:10
洗尼玛洗，你们真特么恶心，转这种钱，你还要脸吗,21-3-9 10:08
这时候说这个，人血馒头，好吃吗？,21-3-9 10:07
换个角度如果是女司机，然后男乘客跳车，有女的会说女司机言语骚扰男乘客么？所以男司机的性别成了“原罪”,21-3-12 18:47
她们是心疼被害人吗？她们不是。她们是希望不要打扰到逝者吗？其实也不是。她们只是要确保她们的论调“正常人没危险谁跳车？所以肯定有危险。”正确，并引导到“男性是危险”上去；任何敢质疑这条信息甚至想到“正常人没危险谁跳车？所以肯定不是正常人。”都是她们的敌人。,21-3-14 00:42
官媒叫我们不要臆想，虽然我很早就和同事说月入两万真牛逼。,21-3-15 09:20
判决完就按照判决执行就好不服可以去法院二次庭审说这些东西真都毫无意义就像没有证据指明司机有罪同样这些也不足以指证女孩有错,21-3-9 11:52
当老鸨的？,21-3-9 11:34
@行总春乏秋困睡不醒,21-3-9 11:11
？？你有病,21-3-9 12:05
有证据吗，几个聊天记录在这装，做个人吧,21-3-9 10:03
前面一堆人说司机强奸的应该以死谢罪，你们才是网络的键盘侠，只要是个男的上新闻结局就是这样，还以为自己多正义，恶心,21-3-9 11:06
可怜之人必有可恨之处,21-3-9 10:52
网友都是侦探啊//@Finance鸟不飞:逻辑顺了。//@青扑落:原来如此，逻辑通了。也解释了为何月入两万却不愿花几十块钱让司机帮忙搬东西，应该是不想给司机进入屋内的机会。,21-3-9 10:51
做什么职业没什么，但是在刚出事的时候，家人非要把她包装成独立自强的高知人设就恶心了吧?,21-3-9 10:49
同情司机,21-3-9 10:44
造谣可是犯法的哦,21-3-9 10:42
恶臭,21-3-9 10:26
一群人就靠几个可以随便搞出一万张的截图和自以为是的所谓推测就断定人家是什么职业，更何况女生是什么职业跟这件事有关系么？司机就是过失致人死亡，这一点没什么好辩驳的。,21-3-9 10:18
钉头七箭书？,21-3-9 10:15
结论还是推论，没有实际证据，司机还是坐牢,21-3-9 10:11
司机倒霉，女孩冤枉，没有赢家,21-3-9 10:10
洗尼玛洗，你们真特么恶心，转这种钱，你还要脸吗,21-3-9 10:08
这时候说这个，人血馒头，好吃吗？,21-3-9 10:07
换个角度如果是女司机，然后男乘客跳车，有女的会说女司机言语骚扰男乘客么？所以男司机的性别成了“原罪”,21-3-12 18:47
她们是心疼被害人吗？她们不是。她们是希望不要打扰到逝者吗？其实也不是。她们只是要确保她们的论调“正常人没危险谁跳车？所以肯定有危险。”正确，并引导到“男性是危险”上去；任何敢质疑这条信息甚至想到“正常人没危险谁跳车？所以肯定不是正常人。”都是她们的敌人。,21-3-14 00:42
官媒叫我们不要臆想，虽然我很早就和同事说月入两万真牛逼。,21-3-15 09:20
判决完就按照判决执行就好不服可以去法院二次庭审说这些东西真都毫无意义就像没有证据指明司机有罪同样这些也不足以指证女孩有错,21-3-9 11:52
当老鸨的？,21-3-9 11:34
@行总春乏秋困睡不醒,21-3-9 11:11
？？你有病,21-3-9 12:05
有证据吗，几个聊天记录在这装，做个人吧,21-3-9 10:03
前面一堆人说司机强奸的应该以死谢罪，你们才是网络的键盘侠，只要是个男的上新闻结局就是这样，还以为自己多正义，恶心,21-3-9 11:06
可怜之人必有可恨之处,21-3-9 10:52
网友都是侦探啊//@Finance鸟不飞:逻辑顺了。//@青扑落:原来如此，逻辑通了。也解释了为何月入两万却不愿花几十块钱让司机帮忙搬东西，应该是不想给司机进入屋内的机会。,21-3-9 10:51
做什么职业没什么，但是在刚出事的时候，家人非要把她包装成独立自强的高知人设就恶心了吧?,21-3-9 10:49
同情司机,21-3-9 10:44
造谣可是犯法的哦,21-3-9 10:42
恶臭,21-3-9 10:26
一群人就靠几个可以随便搞出一万张的截图和自以为是的所谓推测就断定人家是什么职业，更何况女生是什么职业跟这件事有关系么？司机就是过失致人死亡，这一点没什么好辩驳的。,21-3-9 10:18
钉头七箭书？,21-3-9 10:15
结论还是推论，没有实际证据，司机还是坐牢,21-3-9 10:11
司机倒霉，女孩冤枉，没有赢家,21-3-9 10:10
洗尼玛洗，你们真特么恶心，转这种钱，你还要脸吗,21-3-9 10:08
这时候说这个，人血馒头，好吃吗？,21-3-9 10:07
换个角度如果是女司机，然后男乘客跳车，有女的会说女司机言语骚扰男乘客么？所以男司机的性别成了“原罪”,21-3-12 18:47
她们是心疼被害人吗？她们不是。她们是希望不要打扰到逝者吗？其实也不是。她们只是要确保她们的论调“正常人没危险谁跳车？所以肯定有危险。”正确，并引导到“男性是危险”上去；任何敢质疑这条信息甚至想到“正常人没危险谁跳车？所以肯定不是正常人。”都是她们的敌人。,21-3-14 00:42
官媒叫我们不要臆想，虽然我很早就和同事说月入两万真牛逼。,21-3-15 09:20
判决完就按照判决执行就好不服可以去法院二次庭审说这些东西真都毫无意义就像没有证据指明司机有罪同样这些也不足以指证女孩有错,21-3-9 11:52
当老鸨的？,21-3-9 11:34
@行总春乏秋困睡不醒,21-3-9 11:11
？？你有病,21-3-9 12:05
有证据吗，几个聊天记录在这装，做个人吧,21-3-9 10:03
前面一堆人说司机强奸的应该以死谢罪，你们才是网络的键盘侠，只要是个男的上新闻结局就是这样，还以为自己多正义，恶心,21-3-9 11:06
可怜之人必有可恨之处,21-3-9 10:52
网友都是侦探啊//@Finance鸟不飞:逻辑顺了。//@青扑落:原来如此，逻辑通了。也解释了为何月入两万却不愿花几十块钱让司机帮忙搬东西，应该是不想给司机进入屋内的机会。,21-3-9 10:51
做什么职业没什么，但是在刚出事的时候，家人非要把她包装成独立自强的高知人设就恶心了吧?,21-3-9 10:49
同情司机,21-3-9 10:44
造谣可是犯法的哦,21-3-9 10:42
恶臭,21-3-9 10:26
一群人就靠几个可以随便搞出一万张的截图和自以为是的所谓推测就断定人家是什么职业，更何况女生是什么职业跟这件事有关系么？司机就是过失致人死亡，这一点没什么好辩驳的。,21-3-9 10:18
钉头七箭书？,21-3-9 10:15
结论还是推论，没有实际证据，司机还是坐牢,21-3-9 10:11
司机倒霉，女孩冤枉，没有赢家,21-3-9 10:10
洗尼玛洗，你们真特么恶心，转这种钱，你还要脸吗,21-3-9 10:08
这时候说这个，人血馒头，好吃吗？,21-3-9 10:07
换个角度如果是女司机，然后男乘客跳车，有女的会说女司机言语骚扰男乘客么？所以男司机的性别成了“原罪”,21-3-12 18:47
她们是心疼被害人吗？她们不是。她们是希望不要打扰到逝者吗？其实也不是。她们只是要确保她们的论调“正常人没危险谁跳车？所以肯定有危险。”正确，并引导到“男性是危险”上去；任何敢质疑这条信息甚至想到“正常人没危险谁跳车？所以肯定不是正常人。”都是她们的敌人。,21-3-14 00:42
官媒叫我们不要臆想，虽然我很早就和同事说月入两万真牛逼。,21-3-15 09:20
判决完就按照判决执行就好不服可以去法院二次庭审说这些东西真都毫无意义就像没有证据指明司机有罪同样这些也不足以指证女孩有错,21-3-9 11:52
当老鸨的？,21-3-9 11:34
@行总春乏秋困睡不醒,21-3-9 11:11
？？你有病,21-3-9 12:05
有证据吗，几个聊天记录在这装，做个人吧,21-3-9 10:03
前面一堆人说司机强奸的应该以死谢罪，你们才是网络的键盘侠，只要是个男的上新闻结局就是这样，还以为自己多正义，恶心,21-3-9 11:06
可怜之人必有可恨之处,21-3-9 10:52
网友都是侦探啊//@Finance鸟不飞:逻辑顺了。//@青扑落:原来如此，逻辑通了。也解释了为何月入两万却不愿花几十块钱让司机帮忙搬东西，应该是不想给司机进入屋内的机会。,21-3-9 10:51
做什么职业没什么，但是在刚出事的时候，家人非要把她包装成独立自强的高知人设就恶心了吧?,21-3-9 10:49
同情司机,21-3-9 10:44
造谣可是犯法的哦,21-3-9 10:42
恶臭,21-3-9 10:26
一群人就靠几个可以随便搞出一万张的截图和自以为是的所谓推测就断定人家是什么职业，更何况女生是什么职业跟这件事有关系么？司机就是过失致人死亡，这一点没什么好辩驳的。,21-3-9 10:18
钉头七箭书？,21-3-9 10:15
结论还是推论，没有实际证据，司机还是坐牢,21-3-9 10:11
司机倒霉，女孩冤枉，没有赢家,21-3-9 10:10
洗尼玛洗，你们真特么恶心，转这种钱，你还要脸吗,21-3-9 10:08
这时候说这个，人血馒头，好吃吗？,21-3-9 10:07
换个角度如果是女司机，然后男乘客跳车，有女的会说女司机言语骚扰男乘客么？所以男司机的性别成了“原罪”,21-3-12 18:47
她们是心疼被害人吗？她们不是。她们是希望不要打扰到逝者吗？其实也不是。她们只是要确保她们的论调“正常人没危险谁跳车？所以肯定有危险。”正确，并引导到“男性是危险”上去；任何敢质疑这条信息甚至想到“正常人没危险谁跳车？所以肯定不是正常人。”都是她们的敌人。,21-3-14 00:42
官媒叫我们不要臆想，虽然我很早就和同事说月入两万真牛逼。,21-3-15 09:20
判决完就按照判决执行就好不服可以去法院二次庭审说这些东西真都毫无意义就像没有证据指明司机有罪同样这些也不足以指证女孩有错,21-3-9 11:52
当老鸨的？,21-3-9 11:34
@行总春乏秋困睡不醒,21-3-9 11:11
？？你有病,21-3-9 12:05
有证据吗，几个聊天记录在这装，做个人吧,21-3-9 10:03
前面一堆人说司机强奸的应该以死谢罪，你们才是网络的键盘侠，只要是个男的上新闻结局就是这样，还以为自己多正义，恶心,21-3-9 11:06
可怜之人必有可恨之处,21-3-9 10:52
网友都是侦探啊//@Finance鸟不飞:逻辑顺了。//@青扑落:原来如此，逻辑通了。也解释了为何月入两万却不愿花几十块钱让司机帮忙搬东西，应该是不想给司机进入屋内的机会。,21-3-9 10:51
做什么职业没什么，但是在刚出事的时候，家人非要把她包装成独立自强的高知人设就恶心了吧?,21-3-9 10:49
同情司机,21-3-9 10:44
造谣可是犯法的哦,21-3-9 10:42
恶臭,21-3-9 10:26
一群人就靠几个可以随便搞出一万张的截图和自以为是的所谓推测就断定人家是什么职业，更何况女生是什么职业跟这件事有关系么？司机就是过失致人死亡，这一点没什么好辩驳的。,21-3-9 10:18
钉头七箭书？,21-3-9 10:15
结论还是推论，没有实际证据，司机还是坐牢,21-3-9 10:11
司机倒霉，女孩冤枉，没有赢家,21-3-9 10:10
洗尼玛洗，你们真特么恶心，转这种钱，你还要脸吗,21-3-9 10:08
这时候说这个，人血馒头，好吃吗？,21-3-9 10:07
换个角度如果是女司机，然后男乘客跳车，有女的会说女司机言语骚扰男乘客么？所以男司机的性别成了“原罪”,21-3-12 18:47
她们是心疼被害人吗？她们不是。她们是希望不要打扰到逝者吗？其实也不是。她们只是要确保她们的论调“正常人没危险谁跳车？所以肯定有危险。”正确，并引导到“男性是危险”上去；任何敢质疑这条信息甚至想到“正常人没危险谁跳车？所以肯定不是正常人。”都是她们的敌人。,21-3-14 00:42
官媒叫我们不要臆想，虽然我很早就和同事说月入两万真牛逼。,21-3-15 09:20
判决完就按照判决执行就好不服可以去法院二次庭审说这些东西真都毫无意义就像没有证据指明司机有罪同样这些也不足以指证女孩有错,21-3-9 11:52
